   1.0674524742994220e+00	   1.0726228098799320e+00	   1.0804199711253661e+00	   1.0844663603628426e+00	   1.0869174349461741e+00	   1.0895143770722522e+00	   1.0920768685709989e+00	   1.0932012639555189e+00	
   1.0832595897245678e+00	   1.0885703853493378e+00	   1.0947488788377358e+00	   1.0999299928762156e+00	   1.1011978147938286e+00	   1.1080299726165574e+00	   1.1131991722935934e+00	   1.1153346819065273e+00	
   1.1040599597120417e+00	   1.1078733407367094e+00	   1.1126745481710023e+00	   1.1125341152324177e+00	   1.1142905738335240e+00	   1.1203007715547748e+00	   1.1219392812355518e+00	   1.1212400330633066e+00	
   1.0759530245549500e+00	   1.0777230076688600e+00	   1.0845250727683697e+00	   1.0851039350571059e+00	   1.0891248887080593e+00	   1.0910095438333360e+00	   1.0944646425902504e+00	   1.0987738485849268e+00	
   1.0515269477349793e+00	   1.0564675005070090e+00	   1.0589079106841732e+00	   1.0664806027596008e+00	   1.0687873180304830e+00	   1.0696231435706753e+00	   1.0719059967432605e+00	   1.0726385214079912e+00	
   1.0887516827657833e+00	   1.0924489686407419e+00	   1.0946642083850608e+00	   1.1009518181487283e+00	   1.1075887366046393e+00	   1.1145041514610201e+00	   1.1164748017489650e+00	   1.1166672805102140e+00	
   1.0559069258784222e+00	   1.0633612524756295e+00	   1.0672146953498576e+00	   1.0707916557784976e+00	   1.0739213034612121e+00	   1.0795672461987358e+00	   1.0823241076286705e+00	   1.0838102874091500e+00	
   1.0507499321254106e+00	   1.0571431836024812e+00	   1.0599569871209349e+00	   1.0619038944144050e+00	   1.0659435853141146e+00	   1.0701699555772191e+00	   1.0730849073890332e+00	   1.0762519703449918e+00	
   1.0602430092752206e+00	   1.0638970483766863e+00	   1.0679258797194491e+00	   1.0693155593841597e+00	   1.0701434840458701e+00	   1.0732019706036724e+00	   1.0788132722172641e+00	   1.0801217670077581e+00	
   1.0781695548524051e+00	   1.0831256964934841e+00	   1.0869909415695542e+00	   1.0906236342082465e+00	   1.0927075755924875e+00	   1.0936786015426028e+00	   1.0958671990984863e+00	   1.0970012280665016e+00	
   1.0628089453190044e+00	   1.0667996869973728e+00	   1.0708562456535542e+00	   1.0755792038293805e+00	   1.0827077822343725e+00	   1.0864604898144055e+00	   1.0868549374591183e+00	   1.0880656145559073e+00	
   1.0910283900146944e+00	   1.0930987710128588e+00	   1.0986088869379551e+00	   1.1059845387885117e+00	   1.1070013259697074e+00	   1.1068476181258109e+00	   1.1095463269183314e+00	   1.1099953527151372e+00	
   1.0877501013008661e+00	   1.0905924280216222e+00	   1.0917654491201958e+00	   1.0929745370690820e+00	   1.0978667253580126e+00	   1.0997304356366038e+00	   1.1014245589300644e+00	   1.1039602480823252e+00	
   1.0542346236539273e+00	   1.0574145222508797e+00	   1.0601152219377972e+00	   1.0633514896734941e+00	   1.0671513007893425e+00	   1.0705764522274417e+00	   1.0743647050995559e+00	   1.0771627833129542e+00	
   1.0665509679994774e+00	   1.0676618793555561e+00	   1.0719881957497557e+00	   1.0754592704747674e+00	   1.0789479144327949e+00	   1.0802532974504742e+00	   1.0820629292322543e+00	   1.0842958160820599e+00	
   1.0722858110374616e+00	   1.0766048856910504e+00	   1.0808485413955304e+00	   1.0865268256210212e+00	   1.0894635746698962e+00	   1.0917824780376468e+00	   1.0931420399946683e+00	   1.0934834326146170e+00	
   1.0698532933899481e+00	   1.0729108187060410e+00	   1.0738031849873686e+00	   1.0738359379876921e+00	   1.0770096944584882e+00	   1.0823126833213854e+00	   1.0845318866782150e+00	   1.0861938835268012e+00	
   1.0785082544097513e+00	   1.0846959319012548e+00	   1.0903701442999163e+00	   1.0917941480142648e+00	   1.0991575438388403e+00	   1.1021848119286863e+00	   1.1057903039299997e+00	   1.1107839534504373e+00	
   1.1152178389332725e+00	   1.1144784347782222e+00	   1.1157962518211828e+00	   1.1138676754949828e+00	   1.1148506880021023e+00	   1.1141408018881163e+00	   1.1133522266460116e+00	   1.1180509984707125e+00	
   1.0844346906185351e+00	   1.0883380000594378e+00	   1.0884055830201527e+00	   1.0894827126920010e+00	   1.0949465999694641e+00	   1.0961851363116053e+00	   1.1081043716190013e+00	   1.1105027828620218e+00	
   1.1003526067036467e+00	   1.0994566030756820e+00	   1.0973481955696902e+00	   1.0975437058210631e+00	   1.0962163153721052e+00	   1.0958347921918352e+00	   1.0953897867507838e+00	   1.0951504746038434e+00	
   1.1227889101325690e+00	   1.1262390518333694e+00	   1.1335699116666691e+00	   1.1334182853080979e+00	   1.1325683368536685e+00	   1.1394594549309687e+00	   1.1441403482076520e+00	   1.1476563196741807e+00	
   1.1060331773543117e+00	   1.1081745136942127e+00	   1.1158418878520082e+00	   1.1214175106980948e+00	   1.1240181349301424e+00	   1.1254739192349290e+00	   1.1295658726803712e+00	   1.1316154312127942e+00	
   1.0545631536023845e+00	   1.0613396766384433e+00	   1.0665904717106522e+00	   1.0710907021324936e+00	   1.0710069507026887e+00	   1.0726749333993397e+00	   1.0743700933288851e+00	   1.0733693408347520e+00	
   1.0688849273649450e+00	   1.0745612351552973e+00	   1.0790431091793402e+00	   1.0819406615586058e+00	   1.0896827295933540e+00	   1.0941744363531956e+00	   1.0963393574790037e+00	   1.0971813316150973e+00	
   1.0721774235026071e+00	   1.0746884294558154e+00	   1.0775342142851954e+00	   1.0808077524271833e+00	   1.0843376087197147e+00	   1.0847133982696244e+00	   1.0871761758809246e+00	   1.0893852706977061e+00	
   1.0796783216731090e+00	   1.0825964188384369e+00	   1.0874834886768563e+00	   1.0896151206227749e+00	   1.0911980381577484e+00	   1.0935543550710440e+00	   1.0949901995854965e+00	   1.0983979688418202e+00	
   1.1247060598397742e+00	   1.1271502754892377e+00	   1.1277146586540030e+00	   1.1297509946019908e+00	   1.1385493146216823e+00	   1.1422932093051870e+00	   1.1412606264553626e+00	   1.1409318755079507e+00	
   1.0812854956364195e+00	   1.0851904869517792e+00	   1.0902975542826112e+00	   1.0951192770275617e+00	   1.0988615985098569e+00	   1.1017142517285592e+00	   1.1042413507570616e+00	   1.1057496240583626e+00	
   1.0619856687331606e+00	   1.0663474326204232e+00	   1.0755476597346296e+00	   1.0792704396716768e+00	   1.0806597565173064e+00	   1.0818960912675553e+00	   1.0840234790629382e+00	   1.0922306126739170e+00	
   1.0630661964443562e+00	   1.0714592661844966e+00	   1.0742955164712480e+00	   1.0775134692608961e+00	   1.0804175770136279e+00	   1.0815112759728236e+00	   1.0827354743053466e+00	   1.0843231112062786e+00	
   1.1097835270213858e+00	   1.1137445339965135e+00	   1.1180289221144049e+00	   1.1184992030773064e+00	   1.1182987196057221e+00	   1.1224866689110313e+00	   1.1238205495273119e+00	   1.1263342340187898e+00	
   1.0669776056118576e+00	   1.0727263710298938e+00	   1.0783291440134559e+00	   1.0816462019455422e+00	   1.0857822697971771e+00	   1.0883504485726747e+00	   1.0887860540436041e+00	   1.0905980715991677e+00	
   1.0670747220096952e+00	   1.0727276366169534e+00	   1.0772945168470960e+00	   1.0786649782969224e+00	   1.0842082175646950e+00	   1.0864970139891275e+00	   1.0885639869188641e+00	   1.0881881143337326e+00	
   1.0690790302654569e+00	   1.0736654651336535e+00	   1.0773334582834153e+00	   1.0771294749479696e+00	   1.0811511151263971e+00	   1.0825010877968908e+00	   1.0829743180604812e+00	   1.0826918630518623e+00	
   1.0700252109962181e+00	   1.0741524678632701e+00	   1.0797199115023242e+00	   1.0829358958023603e+00	   1.0877327711825335e+00	   1.0921045997827186e+00	   1.0927272406519111e+00	   1.0931974511845621e+00	
   1.0954335939980717e+00	   1.0995939427736185e+00	   1.1023607694510849e+00	   1.1041739746221155e+00	   1.1099810745322944e+00	   1.1150521337780013e+00	   1.1162381307691114e+00	   1.1180419619108943e+00	
   1.0600400328744550e+00	   1.0650495888471552e+00	   1.0684496701960124e+00	   1.0731547445192346e+00	   1.0752474554913019e+00	   1.0767661749993955e+00	   1.0775735498926191e+00	   1.0788362984949067e+00	
